tweets,labels
i’ve never won a giveaway on this platform anaa  mone nkrofo a wobe win no a hyehy ho …cause eii😂,Neutral
herh i told you to go to sleep you’re still here aden wo views no ma award anaa recognition😂😂😂😂,Neutral
they sent you my house people send you anaa 👀,Neutral
all network anaa,Neutral
na girl yi wagyimi anaa 🤣🤣,Negative
why today is the first time meeting him anaa self put put haha,Negative
😂😂😂😂 how about your saltwe are all choosing wisely anaa 😎😀,Positive
so he should go to ronaldo so he employs him anaa 🤣 mokasa by heart,Negative
baba some koko money anaa yesufie,Neutral
eish 😅 breakfast bi anaa,Neutral
african proverb anaa,Neutral
heheh swimming pool anaa 😂,Neutral
“wei sika na wo mu anaa” what’s funny about that🥶,Neutral
ei you anaa😂,No Sentiment
yep … but this is after that has been taken out abi  … profit after taxes anaa   …,Positive
i meant in relation to karela and kotoko theyve enjoyed a cordial relationship until now anaa,Neutral
packaging one for me won’t be bad oooanaa,Neutral
old age catch somebody anaa,Neutral
go and check why the prices of everything keep rising not greenwood in the uk  anaa news nu asa 😂😂,Neutral
yes please you can double the quantity and send me some anaa meebodam 😂,Neutral
retirement anaa,Neutral
alikoto neymar anaa  suzy,Neutral
bog rate anaa sheriff rate,Neutral
i always think he is father dickson anaa 😀,Positive
aden choirmaster anaa😂,Neutral
no harm in trying anaa 😜,Neutral
godmc remix anaa 😂😂😂,Neutral
use umbrella then anaa😂,Neutral
second frame looks like fried eggs oo anaa 🤣🤣🤣,Neutral
yenka nkyer wo anaa the beat monster 👿,Neutral
kotoko anaa hearts,No Sentiment
talking to me anaa,Neutral
th  february anaa mosee rd january 😂😂,Neutral
but wait oo …it’s  a reggae artist anaa ne wabon papa …kwasia dwom ne gyemii ne ahoyaa nkoa 😂,Negative
hard disk anaa,No Sentiment
mode bibia tribalism asamoah gyan was insulted and abused more than dede but nobody said shit anaa tribalism no wo nte ase,Neutral
youre the nd most inconsistent person after shattaare you not the same person who was advocating for the legalisation of marijuana weedanaa weed is not drug,Neutral
do they change the car batteries every five minutes anaa  😂,Negative
buy efya has mentioned that she is smoking at rehabs already and getting high it’s not just about the pictures anaa,Neutral
is he going to read medicine or pharmacy anaa the nojob courses,Neutral
wose he doin matɛm anaa,Neutral
because buying trash is easy anaa meboa 🤣🤣🤣,Neutral
kofi kodzi anaa 🤣,No Sentiment
still goat anaa agenda cast😂😂,Neutral
please am enzo fenandez ooo anaa,Neutral
stabiliser anaa di,Neutral
sabitzer anaa sanitizer,Neutral
brekum chelsea anaa,Neutral
sterilizer anaa😂,Neutral
because of what …enzo nti anaa  lol 😂,Neutral
ei teenage pregnancy anaa😂,Neutral
sports god today no silverdeadline anaa cos am monitoring and am not hearing here we go,Neutral
goal long loadinganaa,Neutral
another kaaba anaa 😂,Neutral
since rui costa is refusing to let enzo move to chelsea i think chelsea should just use that money to buy bitcoin and they will cash out big next year anaa mabodam🥴,Positive
na what should i do inject myself with paracetamol anaa😅sia,Neutral
pushing saaaa rui costa no wa gyimiiiiiiii anaa,Negative
he should go to arsenal…anaa  😂😂😂😂😂😂😂😂,Neutral
ei mode brfo na mo nti anaa s dn😂 she said educate her meaning explain why barca needs him and you guys are just saying yes yes😂,Negative
kempinski things anaa,Neutral
you think we are fool wo maame tw aboa bi ba kraman thief,Negative
kraman kk 😂😂😂 se intelligent and well trained aden btumi akyer bbia gold hy anaa,Neutral
diaspora fuor dier bibiaaaaa y phenomenal kraman nom nsuo po aa ysi phenomenal hoh,Negative
dj khaled says tems is his biggest fan at the grammys meanwhile wendy shey is in kasoa singing kraman kte eii ghana dabn😭😭😭  sl,Negative
nigeriafo jollof wei de wo de ma kraman kraa ndi na nipa 😂😂 fa one and two no hooki me 😍,Negative
adn aaaa ‘goat’ kraman 🐶,Neutral
you too you are busy tweeting nonsense which won’t take you anywhere wani s kraman bi 😂😂😂,Negative
oh  odds nso wooy editing 😂😂,Neutral
nsemhunu wei nso y defende,Negative
starboy wanna pose from head to toe ame bɛ ekochale nyame na me som no ɔyɛ soronko ame bɛ ekobad man with kra kra kra kra ame bɛ ekomese nnipa nso yɛ den common happiness ame bɛ ekoi love shatta wale,Neutral
woti wiase wombbra bia nso wo p s wodecedis kdi million w sportybet in just day😂wo maame kraa y edwumamonth ansaana w’anyacedis,Negative
honestly sika no ashi i got cashout till th minute nso asuodn nti hmm we move again,Negative
ronaldo has scored buh messi is trending 😂agenda nkoaa na mop😂 saudi arabia league nso y league papa ben,Negative
mose cristiano ronaldo y goat 🐐 messi nso,Neutral
he’s scoring  against team banza bi nso he couldn’t even score one knockout goal,Negative
anka i will come visit nso accra de never 😂😂,Negative
lmao na hwan nso nie you people have problems when did you even find out about her bum that was long after she started making waves ah can you imagine abeg abeg,Neutral
black queen nso ye coach ye broniasem bei koraa ni,Negative
ahh… riped plantain or bananabronii nso y nnipa ooo…🤣😅😂🤦🏻‍♂️,Neutral
man united nso y team ooo 😒,Positive
if “wo bɛdi sika nso wobɛda gee” was a person 😜,Neutral
but he talk true nso oooo anaa meeb dam u can do better tho with urm followers,Positive
y ti sika so nso kum di hen so nacoc burn ghcm in this rough economy useless country with useless leaders,Negative
kraman million 😂😂😂🙏 judah mu gyata nso by sn…,Neutral
but shatta wale nso asem bɛn nkoaaa  siya,Negative
health diet nso de wodi gob,Neutral
dream killers gakpo nso so wkhkyd 😂😂😂😂,Negative
yours eyes nso ne den,Neutral
chairman general and the ndc is forcing npp to do reshuffle nso efa 😂😂😂😂,Negative
ah 😂😂 ne me nya bi first person nso o,Neutral
tv always employ controversial people to work fr them oo esp onua tv tweaaaablack rasta nso y nipa😏,Positive & Negative
wo nso y na wagyimi dodo don’t be like this charlatan,Negative
wei nso y asem free my boy abeg,Positive
he should hang up nso err ahh,Neutral
😂😂 you didnt understand what he said o he just meant wabn and woti nso awu ruff you lack the requisite skill and cognitive to hold any position wode a ne twitter boy boy,Negative
hwan nso nie is this the time for this  sepwwj,Negative
the people who write i don’t as “ion” no nso y gyimie bn hoh,Negative
😂😂starch nso oo,No Sentiment
the b fa no weve said it saaa nso still nfa🥺,Negative
prayers kakra chilling nso nam mu my don🤌🏾,Neutral
see a disappointed npp man bi nso mcteeww,Negative
yes at least all the bibles are saying yesu wu y na ne nansa so no sore y but for anokyes story bi se wu y bi nso se wyera y so which is which 😔,Neutral
less pray nso y den,Neutral
team wura asi dan amma team a no nso ha wo,Neutral
na let’s go let’s go no nso fri he🤣,Neutral
mills givt had to look for money and start the ssssmahama later in  has to look for money to settle kuffours matured eurobondwei nso erhhh,Positive & Negative
kwasia what’s the jon about what he’s saying ade yi wo nso ahoshish saa nti wo bo afu s wagyi stray bullet wo ho ahi,Negative
me nso saa but we meuve,Neutral
nnwom nny video nso nny and yet someone else is his problem this is very typical of us,Negative
vibesonvibes   eiiiiiii enti time nso y,Neutral
so black rasta wanted bob marley to feature him to go and sing maata tui maata fosh… radio presenter nso derr anka wo derr ne “ ladies and gentlemen welcome live our drive time”,Negative
macho prophet nso di nsm hunu paa oo 🤣🍼  sp,Negative
eyy mode na wei nso y den eyy awulade the gal can also get a deal or get a movie producer to use her toohave u thought of that too  moo saa dodo,Neutral
guehi nso wasa paaa oo clear header,Negative
a true definition of kwasia nso nyini,Negative
hw kwasia baako nso  do u know raggae  or u just want to chase clout,Negative
wo team nny nso wook trolli obi team🤣  stcorsawrx,Negative
it could have been ghana nso sikadie,Negative
agenda nso pɛkyɛɛ  sw,Negative
wei nso yɛ asɛm😹😹😹😹😹😹😹😹😹what kind of eyi too is this so killing him was the only way🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️,Negative
that is my favorite nso ooh 😂,Neutral
adn bibinii agyimi saa wei nso y den wo hy ky kyeaa what point does it actually prove like oh daaabi😏😂,Negative
aquarius nso de anka desert fa meho bn but we meuve😂 thanks habibi,Positive
nonfa 😂abeg oo dont rain on me cos me nni umbrella 😂,Negative
wo ho nni h cos ei 🤡🤡,Negative
save this agenda thing ma wa nni nna hc can’t you notice s cy obaa y ka wei kyer obaa,Negative
akoa nni talent baako sei,Negative
kwan tia y musuoo me pa mo kyew kwan tia biaa nni ghana ha si canada saa kwan wei nkoaa de mefa so😂,Positive & Negative
but mufasa yɛ hwɛ mu yie aa woni blakk rasta ankasa difference biaa enhyɛda nni montamu saaa oo anaa mabɔdam🤣🤣🤣🤣🤣,Negative
over here de me na me control boys nnea mka no y final obiaa nni choice😈,Neutral
over here de mena me control boys de mka na y final obiaa nni choice 💙👿,Positive & Negative
wo nni dwuma di ong then tell them we aint exchanging gifts too,Negative
nti robb nni uk we buy someone  million and u r talking abt cold  why did u start him them  wonnye serious wo,Negative
he made ne nni twɛasidi in ghana 😂😂,Negative
wo nni kapr nso youre shouting for concert,Negative
also it’s a law that you didn’t pass why come and vex on it account handler nni akoma,Negative
ghanaian proverb bɛntoa nni kaprɛ nso trumu akɛseɛ na odi,No Sentiment
useless post nkoaaa oh npp dabi dabi,Negative
charles taylor is the reference point kai dabi🤣,Neutral
you forgot to add kai dabi,Neutral
kt hammond and stephen amoahsticka on same ministry hahahahahaasem beba dabi,Neutral
so you’re not shy posting a whole veep campaigning on such road gh de oo dabi,Negative
why do ladies think every handsome guy is a cheat…oh dabi daa…by the way let us follow each other daterush,Negative
ghana music industry ooh dabi,Negative
kurasni… is it the first time there has been a collabo with the song a late artist  modi moagyimi ooo oh dabi  kurasenisem wo moaniso dodo,Negative
kai d kai oh ghanaians d dabi dabi,Positive & Negative
dabi oo chairman,Neutral
career killers everything u go get something write for top oh dabi daaa  sgifoclfz,Negative
😂😂😂😂dabi dahe thinks hes slick,Negative
stressful😂😂 were you part of the negotiations💼💼🙆😂😃😂 you dont even know nor seen these players before bibiniii nai y nipa ooo dani daniels dabi,Negative
liverpool di dabi dabi beye yie … amakye made that track for us ‘ 😓,Negative
abeg remove saa yassan ooo s whan whan nu🤦🏾🥶🥶akoayi asa kwa🤣,Negative
ashoqqq wopri a saa 😂,Negative
i wanted you to follow up on a story for me and you didnt even mind me eeeii annie saa,Negative
saa slip wei metwaa bi o bc a oun😂😂😂❤️‍🔥,Neutral
aybi da  let ur blessings flow on me tonighti have tag you since morning tee saa oo i no see anything ooo 🙏🙏🙏🙏🙏,Negative
aybi da  let ur blessings flow on me tonighti have tag you since morning tee saa oo i no see anything ooo 🙏🙏🙏🙏🙏,Negative
aybi da  let ur blessings flow on me tonighti have tag you since morning tee saa oo i no see anything ooo 🙏🙏🙏🙏🙏  soikinbyrw,Positive & Negative
aybi da  let ur blessings flow on me tonighti have tag you since morning tee saa oo i no see anything ooo 🙏🙏🙏🙏🙏,Negative
aybi da  let ur blessings flow on me tonighti have tag you since morning tee saa oo i no see anything ooo 🙏🙏🙏🙏🙏  sd,Negative
aybi da  let ur blessings flow on me tonighti have tag you since morning tee saa oo i no see anything ooo 🙏🙏🙏🙏🙏  sduzoi,Positive & Negative
have posted saa i don’t see anything 🙏,Negative
aaa saa na de keeper be mason😂😂,Negative
doc my woman experiences all plus lower abdominal pains at first they said she had candidiasis buh we have treated it saa no results,No Sentiment
saa fishmonger agyuma nu yagyae wae,Negative
🤨 fooling saa why,Negative
ya nante saa ama yeni nkosua aye brown…still grinding,Positive & Negative
and who said pastors cant relate with things like football im a pure united fan and do like bruno but lets set records straight hes game yesterday was not up to the standard we know of him they lose the team loses u guys stop singling out players na mu p saa dodo,No Sentiment
oh i see saa team bi no aaa na wo p,Negative
do or die saa na one eye burst  asem oo,Negative
wobisa s saawotumi hire fine girls nkoaaa wor wo video mu nso you nor dey touch dm seff s y wo f 😂,Neutral
don’t worry your team will soon join us we have won the champions league saa we need new trophies in our cabinet 😂,Positive
ofui how much did your team buy harry maguire mo sɔdi’a gyimie kasa saa  shzk,Negative
i have engage saa but nothing for brother man,Negative
ohh💔 dabro saa ne sister no na ɔyɛ me deɛ o ɔyɛ nipa bia,Positive & Negative
saa mohm lol okay,Neutral
bra wokasa dodo ahhh barima na wokasa saa no  i thought the men left the ranting for the females🙄,Negative
equalization ne gyimie saa,Negative
ɛnyɛ porno na nkrɔfoɔ yi rehwɛ no saa no,Negative
online class dierr yde nu hello madam hello madam saa na  hours nu asa,Negative
i have tried saa super,Neutral
bro i tweet saa,No Sentiment
eiii saa  sawymbtkp,Neutral
you do saa erh,Neutral
saa na cmo p no o bro 😂😂😂,Neutral
ghana yesu i have engaged in ur giveaway saa but no avail☹️☹️😟😟 pls bless me this morning,Positive & Negative
you want to do saa so that they’ll enter your dm…they won’t mind you 😂😂 stay single stay wicked,Negative
monngyae saa nkwasia trend no,Negative
saa ppp alanforallafa,No Sentiment
invictus invictus nyinaa saa all be settings 😤😤,Neutral
saa akoa wei p kasa papawwy guyguy this  sgeapm,Negative
thanks for appreciating  fabulous jersey from a farasante saa na god bless you,Positive
everyone in that region will get highsiasm saa,Negative
inhale some freshness nyinaa saa na abyifo oo 🙆🏼‍♂️ buei 🥹😂💔,Negative
saa send meauxmeaux 😔,Neutral
saa esallcee foc wei,Negative
he fo nanka btor wee bebrebe saa no,Neutral
since day one you have been behaving as if you would love it if he does not make it adn na negetivity ywod saa,Negative
ah saa  why okc,Neutral
pls can u think of how to get us the next episode of prison break🤣🤣ydi wo trumu wie aa na ato wo nkwasia keka saajailmanjwonky🤣🤣🤣,Negative
the action wasnt that much bia saa,Neutral
herh saa boy wei 😂😂😂,Negative
wo boy wei as wo yale  is it that wo you dont understand what he wrote or your usual gyimi sem noaaa how does his tweet confirm atsu was found sua nyansa na gyae saa wo stupid life no,Negative
wogyimii wate how can u refer to a human being as ‘it’saa wonnim nyansa baako sei,Negative
i have been searching for it on telegram saa 😂,No Sentiment
saa na osofo t osofo maame herh osofo maame y bad kyn jay bhad,Negative
wo rushi saa nso wo tailor kraa ny papa biaa saa ah kabutey paa😂😂😂,Negative
😂😂😂saa boy no de,Negative
saa saa cos business is  business,Neutral
lol saa,Neutral
ne nan ho fitaa saa no advice papa bɛn,Negative
she has been saying it saa,No Sentiment
so if atsu dies its gods plan but if he is rescued then lets give praise to god ny saa,Positive & Negative
saa information wei paa cps yde y dn,Negative
menni watm ohh naa menny saa di matm s de wop biaa sweetheart,Positive & Negative
no have engage saa mabr,Negative
we have the men saa these two stooges 😆,Negative
i drop my momo number saa still natin comes out twsss time prove me wrong,Negative
so the gfa have still not found a coach for the black starshow do we expect to compete with serious nations for the afconlets get serious in this country ooowe can never progress and win anything with this lackadaisical attitude towards assignmentslast minute show saa,Negative
ohh really saa i think he was our best player without scientific data source he deserves the award,Positive & Negative
saa akoa no wabodam awie o ne ti sɛ mines foɔ staff bus,Negative
wo saa boy wei ankasa wabodam pen,Negative
saa can you teach me,Neutral
saa okay,Neutral
😂😂😂eii saa okay,Neutral
which toxic fanbase kraa ne saa toonoo fuor yi,Negative
saa is only you who don’t pay in relationship 😂😂😂,Negative
😂🤣🤣😂🤣 team na ay pky saa nu kai s hibernate 😂🤣🤣,Negative
your  grandfather  wrote  it  for  him  right    kwaasia saa,Negative
gyimie saa oo nothing is ever wrong in their eyes 🍼,Negative
pls kalyjay allow me use ur handle to address them kalyjay says mo gyai saa gyimii no lol,Negative
am sure  adds dustin baby powder to his weed panin na wagyimi saa no,Negative
after all this rigged world cup u saa want the golden boot😂😂,Neutral
🤣🤣🤣🤣🤣 saa party no ankasa menhu ne y mo oo,Negative
me tie saa by wan awa nie atiabanku,Neutral
ɛnyɛ strongman koraa nka ɛbɛ duru mfie du na me nkɔ pɛ hwee wɔ saa status side hɔ,Neutral
baldie laugh saa  szarwcx,Neutral
some folks just walk straight to the polling station collect the ballot paper and thump print without thinkinggymiii saa 😏,Negative
meso saa yemi na m blame,Negative
herh fab gyae saa,Neutral
aba saa 🎶  dr paa bobo,No Sentiment
been listening saa atiabanku  sqai,Neutral
we ashantis made accra accra and dats why u pained if we take otumfour stand n ga king stand u urself go know who be the guyest lol accra accra saa buh yet still u people are dirty n poor a lot big shops in accra is owned by kumasi people and dats why u guys are pained 😂😂😂,Negative
you’re not the only one who adores bob marley and you’re not wiser than the marley family   nana aba anamoah replies blakk rasta hello  nana aba wo kɔ ka saa y dɛn 🤣🤣🤣,Negative
smh kotoko fans it went our way nti na mooka saa no yesterday for instance,Neutral
come n like this guy’s comment wai na nye saa… because eii,Neutral
rasta man na woy emotional saa no 😂😂😂,Negative
we want moreyɛ nyano saa dabia anka yɛpɛ,Positive
you start your partner’s name with capital letter and start god’s name with small letter oh saa ong,Negative
lowkey youre becoming useless o you dont verify anything na akufoaddo ne mahama kraa b³nya saa reception wei😂😂😂 arrh,Negative
landlord pink lase paaa na wahye nu saa nu,Negative
invite your fellow tipsters to bruh and this time make we the random win some cos we’re beginning to think that this giveaway thing is for a selected few bro cos eiiii   😂😂 wanna drop number saa  gabriel,Neutral
eeii saa pls wheres yesterdays behind the scenes bro,No Sentiment
have comments saa herh,Neutral
😂 wo saa boy wei onh… agenda nkoaaa,Neutral
i’m more than what she is saying but mabr saa girl nu 🤣🤣🤣lol,Positive & Negative
yes hes being betting about the bush saa,Negative
can we get some pictures of the guy  cmon  we’ve been waiting saa and we deserve some clarity ❤️  thank god for his life  wow,Neutral
goods paa na abob saa no,Neutral
masree saa bob little bia😆,Negative
do you understand dignity you people de 😂😂😂…  you will continue to be loud on the internet saa … mmoa 😂,Negative
industry no obia pretene nti me ndi mu agoroobesre wo anim nanso nakuma no aproonly time a mene boys hyia ye backstageeno koraa yebo nkomo kakra a we have spacei dont wanna get too comfortable with a niggaeba ne saa a wo ka me ho asem a me back case😊😊🦅🦅🦅🦅🦅,Negative
gyimie saa all cos of engagement its sad,Negative
a saa na im waiting for it gh will sort me out for the morning just that for koko  for waakye  for banku and more meat 😂 💔,No Sentiment
reading and i like what im reading eeii saa ong 😄,Neutral
most of the sweet one the top is a bit red like wine bi saa nu,Positive
new ne gyimii saa,Negative
whenever you buy gɔbɛ dont but  but buy ₵ saa two,No Sentiment
asɛ ne education no nkɔ akyiri saa anaa me aa 🤔,Negative
single fuo de saa,Negative
i work oo and i hadnt slept the night before bruh i sit work saa till end of day i no go lunch self 🤣,No Sentiment
saa boy wei eer😂,Neutral
what will be the importance of tweeting earlier gimiii saa,Negative
agenda saa  pathetic fans,Neutral
eei na serious kakra er boga sika ho adwuma na yka no saa no o,Neutral
i have a boyfriend nyinaa saa twi teacher 🤷🏽‍♂️🤷🏽‍♂️🤷🏽‍♂️,Negative
i have been laughing saa,Neutral
eiii😂😂😂easy odo na saa boi ong,Neutral
saa on,Neutral
when will stonebouy and sark learn something from shatta wale man dey ghana bed 🛌 and beyoncé  grammy award winning artist put him on saa shoot video on top take go disney with lifetime royalties now that is what we call class not chasing ghosts and pics at red carpet 🤣,Negative
win baako na wo de ha yn saa 😂,Neutral
i have been tweeting this saa oo super pls see me through   svuaqdyt,Positive & Negative
division  amp division fo no na di agor saa no andy kerm bra b hw,Neutral
one one saa then it’s time for the final exam,No Sentiment
wo saa boi wei biribi di wakyi ong 🤔 aden na everytime people are serious doing what matters you sit there and write trash 😏fuck off,Negative
eeeiii saabuh lets just hope its true🙏,Positive
joined saa but i get no luck with giveaways,Negative
twi versionna me se ninpɔn agya kankam dacosta yɛ ɛkane mfinfini mantɛm soafoɔ ɛwɔ hilla limann pɛn so wabusua mu hwan na aduru saa mpɛnpɛnsoɔ wei wanim sɛ mfutu kwan,No Sentiment
gyime saa and all your teeth will get rotten,Negative
big mate gyae saa hehe,Negative
saa ɛneɛ you have luck paa,Positive
stonebwoy trying to connect himself with big artists but some ghanaians dey troll him moa,Negative
such nonsense i expected much from your blue badge saa na wegyimi kraa 😂😂😂 s feed i beg feed them let’s see teshie bill gate,Negative
hahaha ah see omo de s omo anoforever she remains the goat 🐐 and go make them bleed saa 🤣🤣🤣,Negative
don’t judge a book by its cover saa asem nu y nkwasiasem,Negative
saa dnt think,Neutral
saa😂😂😂 let’s go to dubai er,Neutral
wow saa 😂,Positive
i’ve commented saa o broremember us,Neutral
i have tried but saa today dierr ano know yy,Negative
saa is in the past cos we also lash u recently,Negative
come and sell it for us eer nhwehwenimuu saa,Negative
ne nka wo hy saa last minute goal no deaaa nka €m,Neutral
whats this bush talk about someone envying kumasi ɛnkwaseakeka saa,Negative
notifications also on been tweeting saa but u no mind me all the same,Negative
i’ve been dropping my number saa boss please bless me today,Positive
that’s why you guys end up drinking rat poison after breakups 😂😂gyimie saa😂😂,Negative
😂😂😂 saa boy no eerr hmmmlet me just passs,Negative
saa send me gh,Neutral
ma sure amnot getting cos u do saa no mind me nana agyemang   stkwsru,Negative
ts saa wainkwasia ball na mobc y no,Negative
nalisa nono been dming you saa but no answer,Negative
eeei afia saa 😂league no mobgye ama y’ahw,Negative
me kwraa saabut am sure he was jobbing the abidjan  blues😂,Negative
hw saa humpty dumpty yi wants relevance to his stupid show too akoa y fish,Negative
the man was doing this bcos of the grammys but he still couldnt get a nomination 🤣🤣fake life de saaon my way to grammys apakye biaa de crossin😅😅😅  scjffil,Negative
the one thing i really like about rodrygo  he is more direct and looks for the fastest route to goal but vinicius de daabi showboating saa he can’t even shoot with his left 🤦🏽‍♂️,Positive & Negative
hmm messi number paa na ansu fati de gyimie saa no,Negative
saa lady no daterush,Negative
wasting chances saa,Negative
wo saa ndwom foo wei na you are talking about  track,Negative
go and check my thread did u hear me exhibiting bad energy about beyonce i was always fighting people this stupid attitude and useless fanatics wont help the industry nigerians will lead us saa,Negative
oh saa then you just gave me a chance to update my playlist,Positive
so  nkwasia ndwom wei na woy na wokasa saa tsww wei,Negative
there is no way i will insult your parents because am sensible thanks aunty gyimie saa,Positive & Negative
rocky dawuni has been nominated saa ei,Neutral
herh gyae saa dont expose your science teacher abeg,Negative
wobdi nkunim saa my dear 🍼,Positive
that food a try saa but never been successful eating it,Negative
maturity speaking gyimii saa just listen to sense from kwabena kwabena  sz,Negative
rasta man aa taretare mmaa to ho saa de adn 😂😂,Negative
when has anyone gone to say anything about him huh mode gyimi saa as he pay his own ticket to promote his music nu make he go and start mentioning people’s name er or you think people love stone like that ong,Negative
talk saa kekeno scientific research,Negative
saa sika nketenketewei ny no na y de y team oh its only complimentary we dont have phobialife money but we are doing just fine,Negative
saa how u will do it,No Sentiment
kwan tia y musuoo me pa mo kyew kwan tia biaa nni ghana ha si canada saa kwan wei nkoaa de mefa so😂,No Sentiment
what do i need to do to win your giveaway cos a post saa😭,Neutral
saa na relegation,Neutral
delay saa😂😂,Neutral
s wagyimi saa agye wani so wadwene mu ha s cotton enti ksoaaa na gyimi saa wae wei,Negative
yes ooo around pm bi saa no,No Sentiment
na black rasta no ɔbɔ ndwom foo saaweiah hwe ne rasta mu ntutuo bi,Negative
kwasia what’s the jon about what he’s saying ade yi wo nso ahoshish saa nti wo bo afu s wagyi stray bullet wo ho ahi,Negative
obama if you sports journos don’t mobilize yourselves and put serious pressure on the government and the fa for a proper development plan to be put in place we’ll always talk saa and they’ll keep taking us for granted o,Negative
nti wo nnim agor adn na mo y nhwhw nim saa wei fa disrespect ho bn this is just for laugh gags fa wo seriousness no p bbi fa ne nhwehw nimuu bi hoooooow’afri ya ne jacket mu kankan bi,Negative
big ups to senegaleseteam  you dae see how them dae do perfect selections without kululu nkrasisem saa na afi so s i know my level   tell them,Negative
me nso saa but we meuve,Neutral
credit the commentator na mu pɛ saa,Positive & Negative
dance step kraa y😂😂 eii masere saa,Negative
saa ppp true fact vibesonvibes,Neutral
learn this  thing saa im bye bye official work 😂,Negative
eyy mode na wei nso y den eyy awulade the gal can also get a deal or get a movie producer to use her toohave u thought of that too  moo saa dodo,Negative
liverpool na ay d saa no,Neutral
dumplings are dope but sushi doer i still cannot my partner has tried saa but still i cant,Neutral
adjor i have a friend she has insulted them saa she is tired,Negative
i’m stressed aswear 😀😀… trouble paa na mak fa saa no,Negative
hmm saa i no realize that sef,Neutral
rebet saa na aka wo pesewas,Negative
aitnouri de salah for sleep be that cos nfa w saa line no so,Negative
i laugh saa  squlag,Neutral
do something ny saa atanfo bnya yn🙏🏽,Negative
ei saa mmom adn wo y mermaid 😂 abi your pics be top notch o,Negative
kasaa saa oh ghana  sxgrrslzm,Negative
truth foon saa no,Negative
youre a hater sarkodies success will haunt you saa envious rasta man,Negative
saa omo gyimii nogrealish kraa ism,Negative
ive been saying hi saa youre not even minding me 😂,Negative
time saa na y’anim aguase 🤣🤣🤣,Neutral
small small saa na afa🔥🔥😉,Positive
matron mabr saa but nyame adom nti m’ay fit biom,Positive & Negative
nti boni na wodi scale ato ho saa no ei ei,Negative
boi kyers saa anomaa app wei ankasa no gyimii no adso w ha dodo smh,Negative
marriage no y d saa anaa😂😂,Negative
saa wo nkwasea agenda on chelsea nu if u dont stop u go seesiasm,Negative
sa di saa oothey will be doing this in the name of tradition,Neutral
adn bibinii agyimi saa wei nso y den wo hy ky kyeaa what point does it actually prove like oh daaabi😏😂,Negative
i love  more than my girlfriend i dont know the reason why i love him saa sarknation tell me😭😭😭stiritup,Negative
su bless me some err i do saa 😂😂,Neutral
which ghanaian me am not a ghanaian cos u saa nkwasiafo no borrow to enrich themselves so i dont want to hear this fucking statements again they should pay,Negative
u see what ive been saying hmmybr saa,Negative
ayooo korso saa but  you get nyash ooo ☺️🤣🤣🤣🤣,Positive & Negative
pioli de s he has something on the table for milan na saa man no smh,Neutral
gyae saa else they’ll unverify you😂,Negative
wow… wo nua panyin na wo muddy no saa no…fine fine,Negative
i have to sleep na u pipo de saa mogyimii paaaaa,Negative
yafollow afollow saa nso 😂😂😂😂😂,Negative
🤣🤣🤣 herrh two terty yi paaa,Neutral
why do yall post porn group links under a nice threadsaa gyimie no so er,Negative
i did saa no luck 🤔,Negative
the blues the blues yinaa saa y blue kiosk 😂,Negative
the boys call me saa i’m back,Neutral
the blues the blues yinaa saa y blue kiosk🥴,Negative
he’s holding a mic and at the same time giving handshake so do u expect him to use third hand to take it off or what…mo de gyimi keka saa mtcheww,Negative
nti epl aint ready epl aint ready niaa saa na draw😹😹😹😹😹😹😹😹😹😹😹😹  smtdq,Negative
saa naa we have to wait a little longer………for when potter leaves,Neutral
saa gyimi weijust look at how chelsea play,Negative
“beauty enzo” saa then fulham score 😪,Neutral
i laugh saa,Neutral
answer me let’s dirty ourselves… young boy na wagyimi saa no,Negative
yoo too why adn na woay wo ho gyegyefo saa,Negative
so he do saa he get 🤝 it oooo,Neutral
monopoly de saa boycottdstv,Neutral
christian etua b d namei have tweeted saa please help a brother,Neutral
take any other content out and bill us on the sports channels alone saa nkwasia movies no de forget,Negative
aww bossman please dont forget me ds evening too really dey beg ui tweeted saa ds morning but nothing not ds evening please,Neutral
price nu di,Neutral
me wfaase adepa homework na mo de abto ha saa no🤣,No Sentiment
hmmm saa boy wei cy lost soul oo😂😂😂 i’m surprised it’s not,Positive & Negative
na blakk rasta ne y aniwu saa ei,Negative
the painful part is they will say wo nti na me de ma wo saa oo but edey kill u,Negative
saa i can do that,Positive
g wagon na omo aparki nu tis toy car saa hmm  shv,Neutral
wasan nso abɔn aka howonnim difference between loose and lose kwasia baa bi saayou dey come insult newobɛnu woho aboa,Negative
boycottdstv after repeating the same movies  u saa dey increase subscription,Negative
me   pls having been tagging saa,Neutral
market women ne mate foc na asei sika nu saa chale,Negative
that’s a big question fanfooler saa o,Negative
aww idolo pls nagodfc ive tagged you saa am even crying,Negative
🤣🤣empty barrels dier saa,Negative
flow ne melodies no me de b ma mo back to back saa,No Sentiment
drake said kakra ybedi nti kasa saa 😂,Negative
he did  shows in  different places and sold them all out including the islington you mentioned na wode gyimi saa😂😂😂,Negative
i laugh saa 😆 🤣 😂,Neutral
onenam touch line saa wobte goooaaal 😂😂😂,Neutral
na mo capo abeiku santana no saa na ote ohh… there’s no “wopre” with what he is doing,Positive & Negative
saa akoa wei wagyimi oooo s united should never welcome him back😂😂😂,Negative
