tweets,labels
saa how u will do it,Neutral
hahaha yaw gyae saa the clubs spending more than liverpool should tickle your curiosity a little and elicit and deeper analysis in fact liverpool fans can forgiven for acting that way 🤣🤣🤣 wei nkoaa de you cant gag us,Neutral
world cup world cup saa u go sign enzo for 😁,Negative
saa rasta wei ankasa we for lash am na be too funny 😂,Positive & Negative
i did saa no luck 🤔,Negative
myself koraa i won’t take a bullet for na saa akoa tiatia nno,Negative
oh saa wo y taadi boy  no wonder yall should stop shitting around the sea sekof cat kraa wont do it,Negative
learn this  thing saa im bye bye official work 😂,Neutral
ei  brownian motion ni gas laws fa hu bɛn🔥🔥🔥🔥🤣🤣🤣🤣🤣,Neutral
oh yaa not dey inside,Neutral
so  can drop two tracks in a day like what he was doing with amerado beef thing nor n yaa starve y saa no,Neutral
hahaha yes oh nkwasia message saa kwa 😂🤣,Negative
we go come back with last position saa,Negative
nfanteni na wabn saa no u don’t even know the difference between a herb and drugs 🤦🏾‍♂️,Neutral
ne jon wode wonnim nyansa so it’s hard to talk with you😂😂😂 you dey contradict yourself saa ei😂,Negative
what god has hyehy in the soro no man can destroy  on the asaase so,Neutral
you will stress over saa n go bald,Negative
ei saa mmom adn wo y mermaid 😂 abi your pics be top notch o,Negative
are you readddyyyyy🥶🥶do you have the energy🙀🙀can you stand the heat of what’s comingggg🔥🔥🔥set your reminder⏰akwaaba bash is coming your way so get your kicks  ss it 🥳🥳🥳🥳🥳watch this spaceeee‼️‼️‼️akwaababash melssafamily  shnhdznpxm,Non Twi
mo deɛ gyimi saa is yeme alade and tiwa savage wining grammys and bet,Negative
this vibe be making me laugh saa 😂😂😂  swgrd,Positive
credit the commentator na mu pɛ saa,Negative
i do ham saa nothing comes to me nana agyemang  sonpu  serf,Neutral
aww idolo pls nagodfc ive tagged you saa am even crying,Negative
wo di gyimii saa ei 🔥u are not musician u are ghanaian comedian keep the funnys video coming ebia u can be a hit on tiktok 🤣🤣,Negative
yɛn ma mo daakena oo damirifa due to him may the lord keep him safely in abrahams bosom till we meet on the resurrection morning may he rest in peace,Positive
retweet my pinned tweet gimme atia ft yaa pono banku atiabanku,Positive & Negative
how much u hate priyanka ryt,Negative
let’s call a spade a spade ♠️ efya is on something 😢 as tramadol bi saa,Negative
aburokyire y filter,Negative
bossu saa continue for me things nu y gyai oo 😂,Positive
i have been thinking saa since i saw the date i have to be there,Neutral
wode saa wo nkwaseakeka no suspicious wotiri so,Negative
eii fooling saa na ma buwu kk,Neutral
voice papa bɛn,Negative
saa ppp true fact vibesonvibes,Neutral
wow… wo nua panyin na wo muddy no saa no…fine fine,Negative
market women ne mate foc na asei sika nu saa chale,Negative
herh gyae saa dont expose your science teacher abeg,Negative
from heaven koraa asaase y snto thise over me,Positive
such nonsense i expected much from your blue badge saa na wegyimi kraa 😂😂😂 s feed i beg feed them let’s see teshie bill gate,Negative
hype saa na he flop,Negative
come for stone wai na saa na u no dey lie,Negative
i read the thing saa 😹😹😹,No Sentiment
payment on delivery saa,Neutral
ne nka wo hy saa last minute goal no deaaa nka €m,Neutral
yieeee yehowa saa  years tuition fees in the mud,Negative
hahah ei with all the jokes,Neutral
wow saa 😂,Neutral
boss i drop saa nsoprove to me that its real🙏❤  sn,Neutral
saaa boy no de saa oo😂😂😂,Neutral
the painful part is they will say wo nti na me de ma wo saa oo but edey kill u,Negative
this one baako sef bighc at yaa serwaa,Neutral
tell them nsemhu saa,Negative
i love  more than my girlfriend i dont know the reason why i love him saa sarknation tell me😭😭😭stiritup,Positive
big mate gyae saa hehe,Neutral
we like asaase bt not krofrom colombia 😂😂😂rushhouronasaase,Negative
ah so this be yaa naa funeral,Negative
ghanas former chief justice,No Sentiment
sa di saa oothey will be doing this in the name of tradition,Negative
wohawnesenwithnanayaakonadu  stcomegrpgrx,Neutral
after increasing your prices by heart no you still want us to add showmaxadɛn na mo te saawe just go shun dey subscribe serf cos  deɛ ɛdɔɔsowe kuku go buy data take stream matches cos thats virtually all our dstv subscription is worthshame,Negative
fool saa make chelsea sign this player 😂,Neutral
gyime saa and all your teeth will get rotten,Negative
ɛden ooo kwabena wanhyɛ wo ho so paa wo bɛ di akyire saa na wo sika asa a ma no ate wani so sei,Negative
bossu why we finish the giveaway anaa i tweet saa ny hands all dey hurt,Negative
win baako na wo de ha yn saa 😂,Negative
i have tried but saa today dierr ano know yy,Neutral
i listen space saa my ears sef dey pain me,Negative
when has anyone gone to say anything about him huh mode gyimi saa as he pay his own ticket to promote his music nu make he go and start mentioning people’s name er or you think people love stone like that ong,Negative
my money is going o yaa,Negative
congrats 🎊🎉🎈 wode maya,Positive
nowplaying  yaw sarpong  ahobrase ft sarkodie amp asomafo on ghana music radio just tune in  sxzadyc follow   africanmusic onlineradioget the ghana music radio app on google play amp app store now,Non Twi
you always want to tweet negativity aden na wagyimi saa  sf,Negative
liverpool na ay d saa no,Positive
ooh saa 😃 why are you saying that,Neutral
maturity speaking gyimii saa just listen to sense from kwabena kwabena  sz,Negative
everythings in the world are temprorary🤦‍♂️ yaa allah pls guide and protect us🙏🏾,Positive
🤣🤣🤣 ahoyaa with my full chest,Neutral
saa ongdrop pics,Positive
nagodfc bros i have been following saa since  days ago but nothing boss pls make this sunday a memorable one for me,Positive
me duele todo,No Sentiment
grandpa paa sei na u dey like agenda saa no,Positive
enti saa nkwasia nwom wai nyinaa is in your catalog and you’ve been ranting like that efya didn’t lie a bit and obidi was right,Negative
that trick your godfada use for me saa e no work try again,Negative
these are the people who copy saa and even copy index numbers,Negative
nti wo nnim agor adn na mo y nhwhw nim saa wei fa disrespect ho bn this is just for laugh gags fa wo seriousness no p bbi fa ne nhwehw nimuu bi hoooooow’afri ya ne jacket mu kankan bi,Neutral
that be my biggest headache chale he go do saa then limit enzo,Negative
saa eating fufu in the afternoon dey bee oo,Positive
ah yaw paaa  don’t disrespect vini like that,Neutral
ohhhh saa buh kumerica no be part of ghana ooo sendcashfromabroad,Negative
yaa allah grant them ease🤲,Positive
rocky dawuni has been nominated saa ei,Neutral
weve all got to make good choices by akosua wo choice wei de  😂😂😂,Negative
me wfaase adepa homework na mo de abto ha saa no🤣,Neutral
i thought you loved us mnfa saa mmba waii,Negative
wode mayas clothes look casual for some people in ghana only gh abeg oo how have the suits nana addon bawumia wore helped us gyimie saa ghana,Negative
wo saa boi wei biribi di wakyi ong 🤔 aden na everytime people are serious doing what matters you sit there and write trash 😏fuck off,Negative
you like violence o wo saa boy yi,Non Twi
i laugh saa  squlag,Neutral
happy birthday asaase,Positive
do yakubu saa wai 😂,Neutral
i’ve been dropping my number saa boss please bless me today,Neutral
meetings saa na  suiq,Negative
hw saa humpty dumpty yi wants relevance to his stupid show too akoa y fish,Negative
saa dnt think,Negative
deɛ wode gym wo body fa gym wo botom na sesa wo danta,Neutral
song dey parp gyae saa,Neutral
delay saa😂😂,Negative
enzo enzo saa den ego turn pozo,Neutral
the banku and fufu people should be in maximum security mmom as for the tz,Neutral
drip nu akwasi charles 😍😍😍,Positive
the blues the blues yinaa saa y blue kiosk 😂,Neutral
ei akosua,Neutral
saa akoa wei wagyimi oooo s united should never welcome him back😂😂😂,Negative
ei saa na our own to spy somebody ein pocket,Negative
su bless me some err i do saa 😂😂,Positive
🤣🤣empty barrels dier saa,Negative
we drop drop saa u don’t follow back i ll unfollow u mpo,Negative
price nu di,Neutral
ah they’re trying to tell me christian atsu was mistaken for somebody and that he’s still not being found akwasi broni no be competent again eeii,Negative
this is not a competition take your gyimisem away saa handle wei mo agyimi dodo,Negative
time saa na y’anim aguase 🤣🤣🤣,Negative
the boy is not feeling well this morning 😒anaa y km 🌚,Negative
enzo zakaria pivot nso ɛbɛ fa oo,Positive
i’m late thou but paul a womba ntem nso adinkafo,Positive
abrewa wei nso sweet,Negative
but wo nso you like unnecessary drama ooo ei boi,Negative
a lot of negus nso ……,Neutral
you too look for a bf anaa,Neutral
kawu with a mixture of woba ada anaa 😂  stqe,Neutral
honestly i think there is something wrong with efya ooo… you guys nor dae see anaa she has changed,Negative
aden ashocki wo anaa 🤣,Neutral
early days o chairman anaa me y finn🤔,Neutral
adn ta ho competition anaa  😂😂,Neutral
website updated anaa 😂😂😂😂 website na mu ay de sie 😂,Neutral
your use of am🥺 anaa menni sika nti mensɔɔhɔi am is not equal to am  respectfully,Neutral
stteresas minor seminary anaa where 😂,Neutral
information dela wiase anaa  dhxcqfl,Neutral
my duty berma 😅😅😅 we will do what the fans want anaa,Neutral
so how do you feel when you deliberately bear false witness against a person just to tarnish his image ur conscience doesnt prick you in any way anaa do u even have one,Neutral
but empire can still get him anaa,Neutral
they will refund oo anaa,Positive
my advice anaa,Neutral
wose ebubu for the money anaa😂😂😂,Neutral
should we save the date anaa,Neutral
so it was nearly a perfect pl debut anaa wonti brofo,Negative
anokye nso wo tumi ka nsɛm oo ffp was introduced cos of chelsea and abramovich 😂😂,Negative
twilight koraa nso aa😂,Negative
class na wei nso err,Negative
broke and proud exists lol its called stubborn proud 😂😂😂😂😂😂wonni kapr nso wɔwɔ vision bi 😂😂😂😂😂😂,Positive & Negative
oh yes nipa nso y dn,Neutral
oh youll need it 😹 😹 you havent beaten us in a competitive fixture since 😹 the floor is yours anfa nso aa vawulence continues 😹,Neutral
na papafoc nso eer hmm this issue,Negative
yte sika so nso yani nggye football club 😂😂😂😂,Negative
bald ppl are the wisest but ghanaman de,Negative
guy no se accidental qualificationwei nso yɛ journalist tweaaaa,Negative
real definition of abrante mabr nso me hu sika na vim no aba,Neutral
lol na roman catholic nso err😂🤭,Neutral
chairman wo nso wo ka bi boi,Negative
why is it a sugar tasted something anaa,Neutral
people can’t post their pictures again anaa stop comparing ladies,Neutral
i thought i was the only one who got that message ei are yaanom amongst us anaa🏃🏃,Neutral
you buy the old one anaa,Neutral
ah adn girl no wagyimi anaa 😂😂🤦🏽‍♂️  baa anim ne i don’t like ghanaian guy kwasiakwa 😂,Negative
tema guy no anaa,Neutral
the person should check sts anaa,Neutral
the way    are messing up with price increment diee we need  back oo anaa mu si sen,Positive
ena i love you ❤️ 🤣😂anaa wose u don’t wan my own 🤣,Neutral
oh its question anaa,Neutral
tom says it’s finally goodbye chargers for the super bowl next year anaa,Neutral
why all this while na y unofficial anaa,Neutral
eei when did u changed ur name to enzo u want chelsea to buy u anaa,Neutral
hes been found anaa😳,Neutral
chelseafo moyare anaa it’s ok,Negative
thank you  for sharing this great piece with us we won’t stay apolitical that’s why we will still choose npp  in  but why will you call ndc fools you were their leader too oo anaa 🤔 pauseandsaysomething,Positive & Negative
why are the united and liverpool fans crying the were happy we had american owners anaa,Positive & Negative
is that constitutional freedom of association and freedom of speech  anaa 🤷🏾,Neutral
girl no wagyimi anaa,Negative
nka united jersey nor anaa😂😂🤣🤣😆🤣😂,Neutral
thought itll take sometime erhanaa were to expect some immediate change so as the deal is implemented,Positive
factos anaa,Neutral
🤣🤣🤣 push ups anaa,Neutral
fb anaa wose u bore,Neutral
where stop fooling is the same as gyai gyimii anaa 😜😜,Negative
kwasia ybdii tw anaa s y b discover mongolia,Negative
they should have exported it anaa,Neutral
well go together anaa 🤔,Neutral
lets go together err anaa me yale❤,Neutral
tech anaa😂😂,No Sentiment
trust issues anaa 😂😂😂,Neutral
scheme anaa s sen 😂😂😂,No Sentiment
aaaahhh wabdam anaawhy are people following koraa,Negative
anaa fashion speech mmom 😂,Neutral
for waist n power 🔋 anaa 🤔,Neutral
but mou wanted him to stay anaa,Neutral
you’re ready to licki licki anaa😂😂,Negative
aaarh 😂🤣like how anaa woka fooo,Neutral
aaaaaane😂🤣enka u go add some anaa,Neutral
na krakye yi wagyimi anaa eeiii do you even need to seek advice ah,Negative
alpha hour anaa,Neutral
broken heart anaa,Neutral
freeben for you anaa,Neutral
heads of state anaa,Neutral
is the shure mic wireless anaa mee bɔ dam,Neutral
you can also have some anaa,Neutral
days of our lives anaa😅,Neutral
with goat meat anaa,Neutral
wo fri kumasi anaa  what is kalawele😕,Neutral
how can they not be sure of wheni dont understand anaa they are guessingthey should be able to tell when it happens,Neutral
ow anaa minny land dieer😂💔,Neutral
looking into spain from morocco our next destination anaa  😄😅😃,Neutral
u noe laugh la anaa u are occupied 😀😃,Neutral
tv you miss nana ana anaa😉,Neutral
but this isn’t the first time the place is burning anaa,Neutral
gallon size anaa  svrn,Neutral
mode gyimii de fa woho bn killer wo sika anaa,Neutral
will u be my val 😅😂anaa wose ebi trap 🪤 😂,Positive & Negative
glovo fo u people just put people on the app to sell anaa cos what this,Negative
kraman kk 😂😂😂 se intelligent and well trained aden btumi akyer bbia gold hy anaa,Neutral
she is also sharing opinion anaa,Neutral
what happened to the wifi for ios users   adn yn ka ho bi anaa,Neutral
blakk rasta vs nana aba i think blakk rasta is winning so far anaa,Positive
simple get new meaning anaa,Neutral
third term anaa,Neutral
no but we can try it now starbites anaa wose,Neutral
eii you know me anaa🤗😄,Neutral
anaa sister meyare 😀😀😀😀,Neutral
anaa dubai,No Sentiment
xxx as in atopa anaa😂😂😂😂😂,Neutral
ah wagyimii anaa what is this 😂😂,Negative
new account anaa,Neutral
you want to send me momo anaa,Positive
boy wei wagyimi anaa 🧐,Negative
larvae ‘worms’ anaa meat 😹,Neutral
you want to die before your time anaa😂😂,Neutral
shame on you for tweeting as if it’s coming from your trumu indeed wo y okay anaa,Negative
aden me use alcatel anaa🤔😂,Neutral
asɛ ne education no nkɔ akyiri saa anaa me aa 🤔,Neutral
some depression anaa,Neutral
superstition anaa😂😂,Neutral
chelsea should replace m kudus with mount  anaa ghana foç,Neutral
papa gyimiiwere looking for atsu so ghana shd come to a stop anaa,Negative
kyer y kwan no ohene anaa wo se kwan nu aa ne don’t give up,Neutral
and  bus stop nkoaa  million old ghana cedisaden you will be giving breakfast and supper there anaais this the invictus 😒,Positive & Negative
eyemythmondays… anaa mayɛ late,Neutral
fake anaa boss,Neutral
this is normal anaa 🥲,Neutral
so what is ghana waiting for anaa ye ni hweee,Neutral
but aint it points involved anaa,Neutral
chale mo akye anaa na mo dwene relegation ne ho,Negative
zerbo out anaa,Neutral
adɛn twi teacher nnyɛ nipa anaa😂,Neutral
still zerbo out anaa or they’ve been disappointed,Neutral
oga 🔥 but i wonder if they can’t edit the video first anaa,Neutral
joy too is galamsey site anaa,Neutral
but wait ooo if you watch the collapsed building i think it’s only up to the th floor oooo anaa,Neutral
one is fearical anaa😅,Neutral
hwiiiiii tim anaa flashing,Neutral
post yourself small erranaa woy criminal🤣🤣💔,Neutral
backpass anaa,Neutral
kiosk anaa,Neutral
lunch something anaa don,Neutral
any updates for us anaa,Neutral
the program is not live on facebook today anaa,Neutral
hold it less anaa😂,Neutral
nanka wo expecti nii i different anaa,Neutral
road signs anaa,Neutral
mention his name eh anaa wo suro the yellow yellow ppl,Positive & Negative
abeg are you a top super actor like idris anaa even in ghana mpo ebi didi ebi akyi,Neutral
broni aa wooka “ happy belated birthday” anaa wofri haiti,Neutral
i tot the living beyonce feature got shatta wale a grammy anaa,Neutral
you want to open rabai ministries anaa,Neutral
germs or bacteria anaa,Neutral
herh na wabodam anaa royalsports,Neutral
ou scientists anaa,Neutral
it’s still relevant today anaa,Neutral
who shatta wale anaa boomplayfreesubscription,Neutral
do you speak from your trumu anaa,Negative
which side of the country are you pls🙄anaa it a different context,Neutral
it seems u dont know anything anaa,Neutral
giveaway anaa,Neutral
the man at ur back no komfo anaa,Neutral
😂😂na boy wei w’agyimi anaa ah,Negative
wow 😱 barca fan anaa❤️💙,Neutral
but i think i can coach barca anaa💙❤️,Neutral
ah you people moagyimi anaa when was the last time you saw phil jones’ face martial is injury prone we know but what’s all of this nonsense,Negative
but mary isnt fat anaa,Neutral
for the table anaa,No Sentiment
girls yi enti brofo anaa,Neutral
whats the issue injuries anaa cos this is not the milan we know,Neutral
aah why should it sound offensive or you dont have anything to bring to the table anaa😁😁😁,Negative
i think by far stonebwoy deserves it anaa wo se minkoda  sfdkuo,Neutral
akoayi wagyimi anaa  your previous lost was in  and another in … suadze,Negative
asawase j line anaa 😀,Neutral
please ohhh both genders anaa asking for maps 🤨,Neutral
child abuse anaa,Neutral
na me er anaa no lie🫠,Neutral
bla  then i’m also waiting for my val’s gift ooo anaa yenko heblews,Neutral
from relegation anaa 😰😢😹😹😹,Neutral
come n give date anaa u are still in shock to oly,Neutral
twitter space before the match anaa wose lie bn 💜❤️💜❤️,Neutral
lol but you could have taken sky troski asky anaa,Neutral
are u in anaa🤣,Neutral
i see anita anaa mebodam,Negative
twitter blue subscriber wo kasa fri wo trumu anaa me y sure paaa,Negative
messi couldn’t anaa who,Neutral
another banger anaa video loading,Neutral
chelsea and liverpool be twins anaa 😂🤣🤣 apparently the women team is doing well,Positive
oh  who should we blame today the board anaa  sbtsbdl,Neutral
he’s still at post anaa wosee😂😂😂,Neutral
but i haven’t showed you wicked o anaa,Neutral
ghamsu anaa,No Sentiment
pentecost anaa methodist mu baako 🌚🤭  sq,Neutral
you scored anaa,Neutral
girl no way serious anaa nka meebu asim w ne dm o😂,Neutral
jay z said no pictures at the roc nation brunch 👀🚫 what is it with these ppl nowadays🤔 adn omu adani saman anaa 🤷‍♂️,Neutral
i’m in church but you have it anaa gym god🎉,Neutral
land lady  wo se fufu sunday anaa😂😂😂😂abusuafo,Neutral
youtube live service anaa,Neutral
wei amapiano anaa s akuapiano anaa s amaguitar,Neutral
u that love shattawale could’ve defended him anaa🤷‍♂️,Neutral
modeɛ yareɛ deɛwokɔ tɔ nam wɔ cold store arh wokase woretɔ namkilo anaa sɛkilogramy’all just bunch of olodos sklnhgcc,Negative
masa gyai gyimie no mey akodaa mawo anaa sia man,Negative
but mufasa yɛ hwɛ mu yie aa woni blakk rasta ankasa difference biaa enhyɛda nni montamu saaa oo anaa mabɔdam🤣🤣🤣🤣🤣,Negative
without those documents no one would have believed that rev kusi boateng is also known as adu gyamfi anaa,Neutral
you want them to take him to court anaa 🤣🤣🤣,Neutral
there be hearts home anaa,Neutral
big win for africa anaa,Neutral
nkrumakwan that anaa,Neutral
you open showroom anaa  svdx,Neutral
got rid of all the memes you kept from all or nothing  anaa agenda delayed is not agenda denied 😂😂😂,Neutral
it was too pitchy for my ears anaa me speaker nyɛ papa 😂😂😂,Negative
anaa u miss me ntia😂,Neutral
blue aiva anaa,Neutral
she stop supporting liverpool anaa,Neutral
napo y ashantifoc speaker anaa what are you even saying,Neutral
i think the dog kissing and facelicking is a white man thing anaa meboa,Neutral
most of  these ghanaian boys will definitely get relegated is it that yall dont believe in abilities anaa mo feel s mo y batman,Neutral
big chances  misses in the first half aden na mogyimi anaa mmoa baako mmienu… ahh,Negative
looserpool anaa🤣🤣🤣,Neutral
casemiro no wagyimi anaa 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,Negative
red card anaa,Neutral
the bag of deals anaa 😁,Neutral
anaa mose comeback,Neutral
so blacko stole a song🙄the countryside was picked from unholy by sam smith and kim petrasanaa,Negative
i wanted to ask if i could go with you on your next tripanaa wose menfiri woso,Neutral
doctors advise anaa,Neutral
arsenal will get a penalty and jorginho will scoreanaa i’m dreaming😭,Neutral
everton is back anaa😂,Neutral
couple album bii ba anaa🤩,Neutral
the presence of the chair anaa,Neutral
now tell me what is the advantage ur man took out of the ghost feature  moving from indigo to do a k venue anaa 🤦‍♂️🤣,Neutral
ur happy about a ghost refix buh ur bashing someone for playin a proper role in great collab  so you y gyimie anaa beyie have a good day,Negative
but your dm is closed anaa,Neutral
the ship delear oliver khan sponsored your trip anaa,Neutral
team no ynfa ma wo nrunne anaa😂,Neutral
marriage no y d saa anaa😂😂,Neutral
ghanayesu unless i come dm anaa eeiim here wae,Neutral
class one referee anaa,Negative
herrhh ɔdi abaa no etwa pictureɔyɛ french madam anaa,Neutral
boss its like im not lucky oo anaa   soccmhewcj,Neutral
you’re bleeding anaa 😂,Neutral
how can shatta wale call u and you will say its foolish or is it that u know he wont say anything sensible anaa   scjlb,Neutral
u met j j in ur dreams anaa,Neutral
i thought the speaker is a catholic anaa 🤔,Neutral
the network that some loyal citizens helped to cancel their  billion tax want to increase their data chargesi’m hoping lot of u will leave the network  anaa  will fight for you all 😂😂😂,Positive
save the date anaa🤣😂,Neutral
linkinforlife giveaway todayanaa tomorrow,Neutral
german kofi kordzi anaa,Neutral
merçi isnt that refreshing anaa wose still naa yensu,Neutral
ahh 😂😂 adai 🤣 papafuo birthday anaa,Neutral
and mention ur name in de remix anaa,Neutral
with this bogus gfa president and his goro boys apuutoɔ ghana has no business even in the first  adeɛn mokaa sɛ ɛyɛ agoɔ die anaa,Negative
me and u we could learn a thing or two from the nkuraanaa wose sen,Neutral
why some poodle bite you anaa,Neutral
diss anaa  😉,Neutral
m and u play like this wa gyimie kakra anaa,Negative
how far 🤣🤣anaa w’ada,Neutral
anaa potter na asa cos ah,Neutral
chairman ksk sleep anaa,Neutral
chelsea fo na mo expecti something different anaa,Positive & Negative
anka wo expelti something different anaa 😂,Neutral
😂😂😂 anaa mose enzo by second half yi🤣🤣🤣🤣,Neutral
the last frame no wo nua anaa,Neutral
so you want us to pay totaxanaa to bn na wo ka yi madwen mu y mw naaa🙄🙄🙄🤥🤥,Neutral
charismatic lady❤😫cy first lady aa nfata no anaa❤,Neutral
u get specific people anaa eii,Neutral
the madrid fans are not among anaa  ssgtm,Neutral
is that boy from kasoa anaa,Neutral
ahh u fool anaa,Negative
kwaku  wada anaa wada dea sore  sulyiz,No Sentiment
imf no individuals tumi k bi  anaa 😉😉,Neutral
data before payment anaa,Neutral
ghana here anaa america,Neutral
be honest 😂😂wo sree no bi anaa,Neutral
de facts ato dwa wo hwehw nyansa na nyansa bi kyen facts anaa 😂😂🤣,Neutral
thé ghana team anaa,Neutral
wei y player sanitizer adn coronavirus daso woh anaa,Neutral
are they discussing how the world cup money 💴 will be shared among them anaa,Neutral
wagye sika anaasendcashfromabroad,Neutral
lol 😆 maybe  can assist err anaa wos mabodam,Neutral
john henry no yare anaabibinii mindset bn ni  syl,Negative
aden asem bi aba anaa sendcashfromabroad,Neutral
but you see his name there anaa wusi you only hear 😂,Neutral
he’s the only person seriously singinganaa meboa,Neutral
😂😂😂 anaa some afro beat too,Neutral
alidu and the goat anaa,Neutral
twitter circle so ka ho anaa😊,Neutral
eiish hun could this be a sign anaa meyale 😂,Neutral
you don’t have money anaa 😂,Neutral
what they need are political marketing strategist like you and communication channels strategist like me and not just communicators anaa wo se den,Neutral
castle anaa school,No Sentiment
the current ones anaa yet to be born 🙄,Neutral
expire date nu ayi nitsi anaa,Neutral
how can a ghost featured someone in a new song wo el biribi ha wo anaa,Neutral
but their both death anaa lol,Neutral
why twitter web anaa 😅,Neutral
my turn anaa,Neutral
aden wope se wo tu despite nsa anaa ahthis is a big no for me abeokuta😔😤,Neutral
stonebwoy filled the o islington wankc school anaa,Neutral
i’ve never won a giveaway on this platform anaa  mone nkrofo a wobe win no a hyehy ho …cause eii😂,Neutral
herh i told you to go to sleep you’re still here aden wo views no ma award anaa recognition😂😂😂😂,Neutral
they sent you my house people send you anaa 👀,Neutral
all network anaa,Neutral
na girl yi wagyimi anaa 🤣🤣,Negative
why today is the first time meeting him anaa self put put haha,Negative
😂😂😂😂 how about your saltwe are all choosing wisely anaa 😎😀,Positive
so he should go to ronaldo so he employs him anaa 🤣 mokasa by heart,Negative
baba some koko money anaa yesufie,Neutral
eish 😅 breakfast bi anaa,Neutral
african proverb anaa,Neutral
heheh swimming pool anaa 😂,Neutral
“wei sika na wo mu anaa” what’s funny about that🥶,Neutral
ei you anaa😂,No Sentiment
yep … but this is after that has been taken out abi  … profit after taxes anaa   …,Positive
i meant in relation to karela and kotoko theyve enjoyed a cordial relationship until now anaa,Neutral
packaging one for me won’t be bad oooanaa,Neutral
old age catch somebody anaa,Neutral
go and check why the prices of everything keep rising not greenwood in the uk  anaa news nu asa 😂😂,Neutral
yes please you can double the quantity and send me some anaa meebodam 😂,Neutral
retirement anaa,Neutral
alikoto neymar anaa  suzy,Neutral
bog rate anaa sheriff rate,Neutral
i always think he is father dickson anaa 😀,Positive
aden choirmaster anaa😂,Neutral
no harm in trying anaa 😜,Neutral
godmc remix anaa 😂😂😂,Neutral
use umbrella then anaa😂,Neutral
second frame looks like fried eggs oo anaa 🤣🤣🤣,Neutral
yenka nkyer wo anaa the beat monster 👿,Neutral
kotoko anaa hearts,No Sentiment
talking to me anaa,Neutral
th  february anaa mosee rd january 😂😂,Neutral
but wait oo …it’s  a reggae artist anaa ne wabon papa …kwasia dwom ne gyemii ne ahoyaa nkoa 😂,Negative
hard disk anaa,No Sentiment
mode bibia tribalism asamoah gyan was insulted and abused more than dede but nobody said shit anaa tribalism no wo nte ase,Neutral
youre the nd most inconsistent person after shattaare you not the same person who was advocating for the legalisation of marijuana weedanaa weed is not drug,Neutral
do they change the car batteries every five minutes anaa  😂,Negative
buy efya has mentioned that she is smoking at rehabs already and getting high it’s not just about the pictures anaa,Neutral
is he going to read medicine or pharmacy anaa the nojob courses,Neutral
wose he doin matɛm anaa,Neutral
because buying trash is easy anaa meboa 🤣🤣🤣,Neutral
kofi kodzi anaa 🤣,No Sentiment
still goat anaa agenda cast😂😂,Neutral
please am enzo fenandez ooo anaa,Neutral
stabiliser anaa di,Neutral
sabitzer anaa sanitizer,Neutral
brekum chelsea anaa,Neutral
sterilizer anaa😂,Neutral
because of what …enzo nti anaa  lol 😂,Neutral
ei teenage pregnancy anaa😂,Neutral
sports god today no silverdeadline anaa cos am monitoring and am not hearing here we go,Neutral
goal long loadinganaa,Neutral
another kaaba anaa 😂,Neutral
since rui costa is refusing to let enzo move to chelsea i think chelsea should just use that money to buy bitcoin and they will cash out big next year anaa mabodam🥴,Positive
na what should i do inject myself with paracetamol anaa😅sia,Neutral
pushing saaaa rui costa no wa gyimiiiiiiii anaa,Negative
he should go to arsenal…anaa  😂😂😂😂😂😂😂😂,Neutral
ei mode brfo na mo nti anaa s dn😂 she said educate her meaning explain why barca needs him and you guys are just saying yes yes😂,Negative
kempinski things anaa,Neutral
you think we are fool wo maame tw aboa bi ba kraman thief,Negative
kraman kk 😂😂😂 se intelligent and well trained aden btumi akyer bbia gold hy anaa,Neutral
diaspora fuor dier bibiaaaaa y phenomenal kraman nom nsuo po aa ysi phenomenal hoh,Negative
dj khaled says tems is his biggest fan at the grammys meanwhile wendy shey is in kasoa singing kraman kte eii ghana dabn😭😭😭  sl,Negative
nigeriafo jollof wei de wo de ma kraman kraa ndi na nipa 😂😂 fa one and two no hooki me 😍,Negative
adn aaaa ‘goat’ kraman 🐶,Neutral
you too you are busy tweeting nonsense which won’t take you anywhere wani s kraman bi 😂😂😂,Negative
oh  odds nso wooy editing 😂😂,Neutral
nsemhunu wei nso y defende,Negative
starboy wanna pose from head to toe ame bɛ ekochale nyame na me som no ɔyɛ soronko ame bɛ ekobad man with kra kra kra kra ame bɛ ekomese nnipa nso yɛ den common happiness ame bɛ ekoi love shatta wale,Neutral
woti wiase wombbra bia nso wo p s wodecedis kdi million w sportybet in just day😂wo maame kraa y edwumamonth ansaana w’anyacedis,Negative
honestly sika no ashi i got cashout till th minute nso asuodn nti hmm we move again,Negative
ronaldo has scored buh messi is trending 😂agenda nkoaa na mop😂 saudi arabia league nso y league papa ben,Negative
mose cristiano ronaldo y goat 🐐 messi nso,Neutral
he’s scoring  against team banza bi nso he couldn’t even score one knockout goal,Negative
anka i will come visit nso accra de never 😂😂,Negative
lmao na hwan nso nie you people have problems when did you even find out about her bum that was long after she started making waves ah can you imagine abeg abeg,Neutral
black queen nso ye coach ye broniasem bei koraa ni,Negative
ahh… riped plantain or bananabronii nso y nnipa ooo…🤣😅😂🤦🏻‍♂️,Neutral
man united nso y team ooo 😒,Positive
if “wo bɛdi sika nso wobɛda gee” was a person 😜,Neutral
